cluster,soft_size,top_traits,low_traits,prototype_players
0,32.70913153368626,"mp_reg_5on4_I_F_xGoals_per60(+1.17), mp_reg_5on5_OnIce_xGoalsPercentage_calc(+0.56), reg_takeaways_per60(+0.50), reg_blocked_shots_per60(+0.20)","mp_reg_5on5_OnIce_A_xGoals_per60(-0.74), reg_giveaways_per60(-0.68), reg_points_per60(-0.53)",Mark Pysyk (DAL) p=1.00 | Will Borgen (BUF) p=1.00 | Carl Gunnarsson (STL) p=1.00 | Brad Hunt (MIN) p=1.00 | Radim Simek (SJS) p=1.00 | Alexandre Carrier (NSH) p=1.00 | Ian Mitchell (CHI) p=1.00 | Marc Staal (DET) p=1.00 | Nikolai Knyzhov (SJS) p=1.00 | Alec Martinez (VGK) p=1.00 | Scott Mayfield (NYI) p=1.00 | Mikko Lehtonen (CBJ/TOR) p=1.00
1,4.0,"reg_hits_per60(+1.43), reg_blocked_shots_per60(+0.66), mp_reg_5on5_I_F_rebounds_per60(+0.55), mp_reg_5on5_shotsBlockedByPlayer_per60(+0.54)","mp_reg_5on5_I_F_playContinuedOutsideZone_per60(-1.03), reg_shots_per60(-0.94), reg_points_per60(-0.69)",Jordan Oesterle (ARI) p=1.00 | Adam Larsson (EDM) p=1.00 | Jani Hakanpää (ANA/CAR) p=1.00 | Mario Ferraro (SJS) p=1.00 | Jacob Larsson (ANA) p=0.00 | Dean Kukan (CBJ) p=0.00 | John Marino (PIT) p=0.00 | Gabriel Carlsson (CBJ) p=0.00 | Ivan Provorov (PHI) p=0.00 | Thomas Chabot (OTT) p=0.00 | Christian Wolanin (OTT/LAK) p=0.00 | Jeremy Lauzon (BOS) p=0.00
2,13.490346990231236,"reg_takeaways_per60(+0.83), mp_reg_5on5_OnIce_F_xGoals_per60(+0.35), mp_reg_5on5_OnIce_xGoalsPercentage_calc(+0.32), reg_pp_share(+0.00)","reg_shots_per60(-1.20), mp_reg_4on5_OnIce_A_xGoals_per60(-1.17), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(-1.12)",Christian Jaros (SJS) p=1.00 | Nicolas Beaudin (CHI) p=1.00 | Rasmus Sandin (TOR) p=1.00 | Gustav Lindstrom (DET) p=1.00 | Thomas Hickey (NYI) p=1.00 | Ben Thomas (TBL) p=1.00 | Dennis Cholowski (DET) p=1.00 | Victor Mete (OTT/MTL) p=1.00 | TJ Brodie (TOR) p=1.00 | Jalen Chatfield (VAN) p=0.99 | William Lagesson (EDM) p=0.99 | Travis Dermott (TOR) p=0.98
3,53.277242776611445,"reg_takeaways_per60(+0.84), mp_reg_5on5_I_F_playContinuedInZone_per60(+0.44), reg_hits_per60(+0.28), reg_shots_per60(+0.22)","reg_points_per60(-0.74), mp_reg_5on4_I_F_xGoals_per60(-0.69), reg_assists_per60(-0.63)",Luke Schenn (TBL) p=1.00 | Brendan Smith (NYR) p=1.00 | Zach Bogosian (TOR) p=1.00 | Brandon Davidson (BUF) p=1.00 | Gavin Bayreuther (CBJ) p=1.00 | Radko Gudas (FLA) p=1.00 | Travis Hamonic (VAN) p=1.00 | Erik Gudbranson (OTT/NSH) p=1.00 | Josh Manson (ANA) p=1.00 | Mark Borowiecki (NSH) p=1.00 | Jarred Tinordi (BOS/NSH) p=1.00 | Dan Renouf (COL) p=1.00
4,37.74245963300869,"mp_reg_5on4_I_F_xGoals_per60(+2.21), reg_shots_per60(+2.07), reg_assists_per60(+1.51), reg_takeaways_per60(+1.40)","reg_hits_per60(-1.25), mp_reg_5on5_OnIce_A_shotAttempts_per60(-0.93), reg_pim_per60(-0.58)",Rasmus Andersson (CGY) p=1.00 | Jared Spurgeon (MIN) p=1.00 | Tyson Barrie (EDM) p=1.00 | Mike Matheson (PIT) p=1.00 | Jake Bean (CAR) p=1.00 | Quinn Hughes (VAN) p=1.00 | Keith Yandle (FLA) p=1.00 | John Klingberg (DAL) p=1.00 | Kris Letang (PIT) p=1.00 | Alex Pietrangelo (VGK) p=1.00 | Justin Schultz (WSH) p=1.00 | Josh Morrissey (WPG) p=1.00
5,1.0,"mp_reg_5on5_penaltiesDrawn_per60(+2.62), reg_goals_per60(+2.49), reg_hits_per60(+1.59), mp_reg_5on5_I_F_highDangerShotShare(+1.47)","mp_reg_4on5_OnIce_A_xGoals_per60(-1.66), mp_reg_5on5_I_F_playContinuedInZone_per60(-1.36), reg_takeaways_per60(-1.35)",Mark Friedman (PIT/PHI) p=1.00 | Zdeno Chara (WSH) p=0.00 | John Marino (PIT) p=0.00 | Gabriel Carlsson (CBJ) p=0.00 | Ivan Provorov (PHI) p=0.00 | Jacob Larsson (ANA) p=0.00 | Thomas Chabot (OTT) p=0.00 | Jeremy Lauzon (BOS) p=0.00 | Nicolas Meloche (SJS) p=0.00 | Will Borgen (BUF) p=0.00 | Zach Werenski (CBJ) p=0.00 | Caleb Jones (EDM) p=0.00
6,1.0,"reg_giveaways_per60(+2.98), mp_reg_5on5_OnIce_A_shotAttempts_per60(+2.76), reg_pim_per60(+1.53), reg_hits_per60(+1.40)","reg_assists_per60(-2.01), reg_points_per60(-1.75), mp_reg_5on5_OnIce_A_xGoals_per60(-1.59)",Fredrik Claesson (SJS/TBL) p=1.00 | Zdeno Chara (WSH) p=0.00 | Thomas Chabot (OTT) p=0.00 | Dean Kukan (CBJ) p=0.00 | John Marino (PIT) p=0.00 | Gabriel Carlsson (CBJ) p=0.00 | Ivan Provorov (PHI) p=0.00 | Jacob Larsson (ANA) p=0.00 | Jeremy Lauzon (BOS) p=0.00 | Jakub Zboril (BOS) p=0.00 | Nicolas Meloche (SJS) p=0.00 | Zach Werenski (CBJ) p=0.00
7,51.52929107486395,"mp_reg_5on4_I_F_xGoals_per60(+0.70), reg_takeaways_per60(+0.52), mp_reg_5on5_I_F_playContinuedInZone_per60(+0.03), mp_reg_5on5_OnIce_xGoalsPercentage_calc(+0.02)","mp_reg_5on5_I_F_xGoals_per60(-0.72), mp_reg_5on5_I_F_highDangerShots_per60(-0.70), mp_reg_5on5_I_F_highDangerShotShare(-0.70)",Zac Jones (NYR) p=1.00 | Jamie Drysdale (ANA) p=1.00 | Andy Greene (NYI) p=1.00 | Jon Merrill (DET/MTL) p=1.00 | Matt Kiersted (FLA) p=1.00 | Danny DeKeyser (DET) p=1.00 | Jacob Larsson (ANA) p=1.00 | Christian Djoos (DET) p=1.00 | Oliver Kylington (CGY) p=1.00 | Jakub Zboril (BOS) p=1.00 | Connor Murphy (CHI) p=1.00 | Jake Gardiner (CAR) p=1.00
8,62.277825957340504,"mp_reg_5on4_I_F_xGoals_per60(+1.28), reg_shots_per60(+1.16), mp_reg_5on5_I_F_playContinuedInZone_per60(+0.88), reg_takeaways_per60(+0.85)","mp_reg_5on5_OnIce_A_shotAttempts_per60(-1.12), reg_hits_per60(-0.83), mp_reg_5on5_I_F_highDangerShotShare(-0.62)",Thomas Chabot (OTT) p=1.00 | Brandon Montour (BUF/FLA) p=1.00 | Nicolas Hague (VGK) p=1.00 | Erik Brannstrom (OTT) p=1.00 | Justin Faulk (STL) p=1.00 | Haydn Fleury (CAR/ANA) p=1.00 | Greg Pateryn (COL/MIN/SJS) p=1.00 | Hampus Lindholm (ANA) p=1.00 | Jaccob Slavin (CAR) p=1.00 | Alexander Romanov (MTL) p=1.00 | Ethan Bear (EDM) p=1.00 | Mikhail Sergachev (TBL) p=1.00
9,1.0,"mp_reg_5on5_OnIce_A_xGoals_per60(+2.74), reg_pim_per60(+2.61), reg_assists_per60(+2.13), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(+2.07)","reg_blocked_shots_per60(-2.50), mp_reg_5on5_shotsBlockedByPlayer_per60(-2.46), reg_takeaways_per60(-1.35)",Connor Mackey (CGY) p=1.00 | Zdeno Chara (WSH) p=0.00 | Nicolas Meloche (SJS) p=0.00 | John Marino (PIT) p=0.00 | Gabriel Carlsson (CBJ) p=0.00 | Ivan Provorov (PHI) p=0.00 | Jacob Larsson (ANA) p=0.00 | Thomas Chabot (OTT) p=0.00 | Jeremy Lauzon (BOS) p=0.00 | Zach Werenski (CBJ) p=0.00 | Will Borgen (BUF) p=0.00 | Caleb Jones (EDM) p=0.00
