cluster,soft_size,top_traits,low_traits,prototype_players
0,105.0120286469946,"reg_giveaways_per60(+1.26), reg_assists_per60(+1.17), reg_points_per60(+1.08), reg_shots_per60(+0.93)","reg_blocked_shots_per60(-1.09), mp_reg_5on5_shotsBlockedByPlayer_per60(-1.07), reg_hits_per60(-0.88)",Colin White (OTT) p=1.00 | Nick Schmaltz (ARI) p=1.00 | Evgeny Kuznetsov (WSH) p=1.00 | Eric Staal (MTL/BUF) p=1.00 | Evander Kane (SJS) p=1.00 | Sam Reinhart (BUF) p=1.00 | Kevin Fiala (MIN) p=1.00 | Brayden Point (TBL) p=1.00 | Victor Rask (MIN) p=1.00 | Filip Zadina (DET) p=1.00 | Matt Duchene (NSH) p=1.00 | Philipp Kurashev (CHI) p=1.00
1,97.65910032112052,"reg_shots_per60(+0.98), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(+0.89), reg_assists_per60(+0.83), mp_reg_5on5_I_F_playContinuedInZone_per60(+0.80)","reg_blocked_shots_per60(-1.29), mp_reg_5on5_shotsBlockedByPlayer_per60(-1.24), mp_reg_5on5_I_F_xGoalsPerAttempt(-1.18)",Austin Wagner (LAK) p=1.00 | Brett Ritchie (CGY) p=1.00 | Wayne Simmonds (TOR) p=1.00 | Nic Petan (TOR) p=1.00 | Dryden Hunt (ARI) p=1.00 | Nikolaj Ehlers (WPG) p=1.00 | Vladimir Tarasenko (STL) p=1.00 | Julien Gauthier (NYR) p=1.00 | Patric Hornqvist (FLA) p=1.00 | Eeli Tolvanen (NSH) p=1.00 | Rudolfs Balcers (SJS) p=1.00 | Alexander Radulov (DAL) p=1.00
2,66.7220563984963,"mp_reg_5on5_I_F_xGoalsPerAttempt(+1.62), reg_assists_per60(+1.18), mp_reg_5on5_OnIce_F_xGoals_per60(+1.13), reg_points_per60(+1.12)","reg_hits_per60(-0.87), mp_reg_5on5_penaltiesDrawn_per60(-0.58), reg_pim_per60(-0.55)",Brock Nelson (NYI) p=1.00 | Roope Hintz (DAL) p=1.00 | Sebastian Aho (CAR) p=1.00 | Bo Horvat (VAN) p=1.00 | Derek Ryan (CGY) p=1.00 | Joe Pavelski (DAL) p=1.00 | Nicklas Backstrom (WSH) p=1.00 | Sean Monahan (CGY) p=1.00 | Aleksander Barkov (FLA) p=1.00 | Jamie Benn (DAL) p=1.00 | Sidney Crosby (PIT) p=1.00 | Alexander Wennberg (FLA) p=1.00
3,73.35642961019832,"mp_reg_5on5_I_F_xGoalsPerAttempt(+1.25), mp_reg_5on5_I_F_reboundxGoals_per60(+0.77), mp_reg_5on5_I_F_highDangerShotShare(+0.70), mp_reg_5on5_I_F_rebounds_per60(+0.66)","mp_reg_5on5_penaltiesDrawn_per60(-0.54), reg_pim_per60(-0.47), mp_reg_5on4_I_F_xGoals_per60(-0.46)",Jujhar Khaira (EDM) p=1.00 | Jordan Martinook (CAR) p=1.00 | Scott Laughton (PHI) p=1.00 | Kevin Rooney (NYR) p=1.00 | Cedric Paquette (CAR/OTT) p=1.00 | Ryan Getzlaf (ANA) p=1.00 | Lawson Crouse (ARI) p=1.00 | Dylan Larkin (DET) p=1.00 | Blake Comeau (DAL) p=1.00 | William Carrier (VGK) p=1.00 | Nico Sturm (MIN) p=1.00 | Josh Archibald (EDM) p=1.00
4,30.61763931638466,"mp_reg_4on5_OnIce_A_xGoals_per60(+2.87), mp_reg_5on5_I_F_playContinuedInZone_per60(+2.07), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(+1.99), reg_shots_per60(+1.77)","mp_reg_5on5_shotsBlockedByPlayer_per60(-1.27), reg_blocked_shots_per60(-1.25), mp_reg_5on5_OnIce_A_shotAttempts_per60(-0.93)",Filip Chytil (NYR) p=1.00 | Alexis Lafrenière (NYR) p=1.00 | Nils Hoglander (VAN) p=1.00 | Josh Leivo (CGY) p=1.00 | Nino Niederreiter (CAR) p=1.00 | Corey Perry (MTL) p=1.00 | Brendan Gallagher (MTL) p=1.00 | Oliver Bjorkstrand (CBJ) p=1.00 | Mathew Barzal (NYI) p=1.00 | Jack Eichel (BUF) p=1.00 | Richard Panik (WSH/DET) p=1.00 | Nick Cousins (NSH) p=1.00
5,35.45841233881373,"mp_reg_5on5_OnIce_A_xGoals_per60(+1.48), reg_takeaways_per60(+0.69), mp_reg_5on5_OnIce_A_shotAttempts_per60(+0.68), reg_goals_per60(+0.34)","mp_reg_5on5_OnIce_xGoalsPercentage_calc(-1.18), mp_reg_5on5_I_F_rebounds_per60(-0.94), mp_reg_5on5_I_F_xGoalsPerAttempt(-0.74)",Max McCormick (CAR) p=1.00 | Sam Carrick (ANA) p=1.00 | Adam Brooks (TOR) p=1.00 | Logan O'Connor (COL) p=1.00 | Steven Lorentz (CAR) p=1.00 | Marc Michaelis (VAN) p=1.00 | Mikko Koivu (CBJ) p=1.00 | Austin Watson (OTT) p=1.00 | Cal Clutterbuck (NYI) p=1.00 | Nathan MacKinnon (COL) p=1.00 | Mitchell Stephens (TBL) p=1.00 | Chris Wagner (BOS) p=1.00
6,4.999963933797627,"mp_reg_5on5_penaltiesDrawn_per60(+2.87), reg_pim_per60(+2.66), reg_hits_per60(+2.61), mp_reg_5on5_OnIce_A_shotAttempts_per60(+2.57)","reg_goals_per60(-2.44), mp_reg_5on5_OnIce_A_xGoals_per60(-1.98), reg_giveaways_per60(-1.90)",Liam O'Brien (COL) p=1.00 | Kurtis Gabriel (SJS) p=1.00 | Jeffrey Viel (SJS) p=1.00 | Michael McCarron (NSH) p=1.00 | Ross Johnston (NYI) p=1.00 | Joe Thornton (TOR) p=0.00 | Anthony Beauvillier (NYI) p=0.00 | Roope Hintz (DAL) p=0.00 | Austin Wagner (LAK) p=0.00 | Jack Roslovic (CBJ) p=0.00 | Nicolas Roy (VGK) p=0.00 | Lawson Crouse (ARI) p=0.00
7,61.928495889356284,"reg_takeaways_per60(+0.49), reg_blocked_shots_per60(+0.37), mp_reg_5on5_OnIce_A_xGoals_per60(+0.37), reg_hits_per60(+0.37)","mp_reg_5on5_OnIce_xGoalsPercentage_calc(-1.51), mp_reg_5on5_OnIce_F_xGoals_per60(-1.30), reg_assists_per60(-1.19)",Mike Hardman (CHI) p=1.00 | Kiefer Sherwood (COL) p=1.00 | Josh Dunne (CBJ) p=1.00 | Kyle Rau (MIN) p=1.00 | Ryan Lomberg (FLA) p=1.00 | Carsen Twarynski (PHI) p=1.00 | Luke Johnson (MIN) p=1.00 | Kole Sherwood (CBJ) p=1.00 | Dakota Joshua (STL) p=1.00 | Samuel Morin (PHI) p=1.00 | Nicolas Deslauriers (ANA) p=1.00 | Dylan Sikura (VGK) p=1.00
8,1.0,"mp_reg_5on4_I_F_xGoals_per60(+2.98), mp_reg_5on5_shotsBlockedByPlayer_per60(+2.25), reg_blocked_shots_per60(+2.16), reg_pim_per60(+1.05)","mp_reg_5on5_I_F_reboundxGoals_per60(-2.71), mp_reg_5on5_I_F_highDangerShots_per60(-2.66), mp_reg_5on5_I_F_rebounds_per60(-2.52)",Mathieu Olivier (NSH) p=1.00 | Jake DeBrusk (BOS) p=0.00 | Denis Gurianov (DAL) p=0.00 | Joel Eriksson Ek (MIN) p=0.00 | Zach Senyshyn (BOS) p=0.00 | Mitch Marner (TOR) p=0.00 | Mitchell Stephens (TBL) p=0.00 | Lawson Crouse (ARI) p=0.00 | Mathieu Joseph (TBL) p=0.00 | Daniel Sprong (WSH) p=0.00 | Anthony Beauvillier (NYI) p=0.00 | Nicolas Roy (VGK) p=0.00
9,40.24587354483794,"mp_reg_5on5_I_F_xGoalsPerAttempt(+0.72), reg_blocked_shots_per60(+0.51), reg_takeaways_per60(+0.46), mp_reg_5on5_I_F_highDangerShotShare(+0.45)","mp_reg_5on5_penaltiesDrawn_per60(-0.59), reg_hits_per60(-0.57), reg_pim_per60(-0.52)",Noel Acciari (FLA) p=1.00 | David Kampf (CHI) p=1.00 | Derek Grant (ANA) p=1.00 | Dylan Gambrell (SJS) p=1.00 | Barclay Goodrow (TBL) p=1.00 | Casey Cizikas (NYI) p=1.00 | Adam Lowry (WPG) p=1.00 | Luke Glendening (DET) p=1.00 | Sean Kuraly (BOS) p=1.00 | Riley Sheahan (BUF) p=1.00 | Pierre-Edouard Bellemare (COL) p=1.00 | Jay Beagle (VAN) p=1.00
