cluster,soft_size,reg_shots_per60,reg_goals_per60,reg_assists_per60,reg_points_per60,reg_hits_per60,reg_blocked_shots_per60,reg_takeaways_per60,reg_giveaways_per60,reg_pim_per60,reg_pp_share,reg_pk_share,reg_fo_pct,reg_fo_taken_per_game,prototype_players
0,1.0,2.7418126428027416,0.0,0.6854531607006854,0.6854531607006854,2.0563594821020565,2.0563594821020565,2.7418126428027416,4.798172124904798,2.7418126428027416,0.0,0.0,0.0,0.0,8469535 (NYI) p=1.00 | 8445550 (LAK) p=0.00 | 8470110 (DAL) p=0.00 | 8469684 (WSH) p=0.00 | 8469760 (PHX) p=0.00 | 8469765 (NYI/ANA) p=0.00 | 8469770 (BOS) p=0.00 | 8469795 (LAK) p=0.00 | 8469992 (NJD) p=0.00 | 8470054 (PHX) p=0.00 | 8470058 (TOR) p=0.00 | 8470061 (DET) p=0.00
1,132.0637759104428,2.7070824425467523,0.08104634866995217,0.41162795008621317,0.4926742987561654,4.531452734999372,4.483431543928615,0.8722207996795152,1.4920860667916753,2.7848648620819847,0.0,0.0,0.0,0.0,8471241 (DAL) p=1.00 | 8470743 (PHI) p=1.00 | 8459433 (NYI) p=1.00 | 8469534 (NYI) p=1.00 | 8467352 (NJD) p=1.00 | 8468090 (ATL) p=1.00 | 8465914 (MTL) p=1.00 | 8467896 (ATL) p=1.00 | 8468498 (PIT) p=1.00 | 8467304 (NYI) p=1.00 | 8468636 (NSH) p=1.00 | 8462045 (STL) p=1.00
2,117.67863943632852,4.571048556472724,0.2918782566709247,0.8656465933855472,1.157524850056472,3.0001914720215033,3.252079309290311,0.9765060609287226,1.7001681796778383,2.0399128059310034,0.0,0.0,0.0,0.0,8451224 (ANA) p=1.00 | B. Burns (MIN) p=1.00 | 8467496 (MTL) p=1.00 | 8459053 (CGY) p=1.00 | 8458517 (ANA) p=1.00 | 8468427 (WSH) p=1.00 | 8470834 (CHI) p=1.00 | 8471735 (PHX) p=1.00 | 8467917 (COL) p=1.00 | 8465058 (NYR) p=1.00 | 8471236 (OTT) p=1.00 | 8471242 (WSH) p=1.00
3,13.257584653228664,4.405335172790751,0.12580802374239897,0.5150848503254338,0.6408928740678328,6.207772019917427,3.5271348579866992,0.5371783025523084,2.0737974003915536,11.924871965966096,0.0,0.0,0.0,0.0,8471223 (ATL) p=1.00 | 8469044 (CAR) p=1.00 | 8470101 (CAR) p=1.00 | 8470843 (VAN) p=1.00 | 8470804 (EDM) p=1.00 | 8470318 (DET) p=1.00 | 8470624 (CHI) p=1.00 | 8470170 (CBJ) p=1.00 | 8471279 (WSH) p=1.00 | 8467909 (SJS) p=0.98 | 8469598 (VAN) p=0.95 | 8469619 (CAR) p=0.83
