cluster,soft_size,top_traits,low_traits,prototype_players
0,71.58245627465335,"mp_reg_5on5_OnIce_A_shotAttempts_per60(+1.47), reg_blocked_shots_per60(+0.69), mp_reg_5on5_shotsBlockedByPlayer_per60(+0.58), mp_reg_5on5_OnIce_A_xGoals_per60(+0.47)","mp_reg_5on5_I_F_xGoalsPerAttempt(-1.51), mp_reg_5on5_OnIce_xGoalsPercentage_calc(-1.28), mp_reg_5on5_I_F_xGoals_per60(-1.20)",Michael Kostka (OTT) p=1.00 | Willie Mitchell (FLA) p=1.00 | Nate Guenin (COL) p=1.00 | Dennis Seidenberg (BOS) p=1.00 | Jonas Brodin (MIN) p=1.00 | Tom Gilbert (MTL) p=1.00 | Mark Fayne (EDM) p=1.00 | Alexey Marchenko (DET) p=1.00 | Brandon Gormley (COL) p=1.00 | Michal Rozsival (CHI) p=1.00 | Paul Martin (SJS) p=1.00 | Toby Enstrom (WPG) p=1.00
1,1.0,"reg_goals_per60(+2.88), mp_reg_5on5_I_F_playContinuedInZone_per60(+2.86), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(+2.79), reg_shots_per60(+2.64)","mp_reg_5on5_OnIce_A_xGoals_per60(-1.32), reg_hits_per60(-1.02), reg_pim_per60(-0.46)",Brent Burns (SJS) p=1.00 | Zdeno Chara (BOS) p=0.00 | Brandon Gormley (COL) p=0.00 | Mark Pysyk (BUF) p=0.00 | Dylan McIlrath (NYR) p=0.00 | Erik Gudbranson (FLA) p=0.00 | Petter Granberg (NSH) p=0.00 | Cam Fowler (ANA) p=0.00 | Derek Forbort (LAK) p=0.00 | Alexander Petrovic (FLA) p=0.00 | Nate Prosser (MIN) p=0.00 | Justin Faulk (CAR) p=0.00
2,29.01320904199458,"mp_reg_5on5_I_F_highDangerShotShare(+2.51), mp_reg_5on5_I_F_reboundxGoals_per60(+2.18), mp_reg_5on5_I_F_highDangerShots_per60(+1.89), mp_reg_5on5_I_F_xGoalsPerAttempt(+1.59)","mp_reg_5on5_OnIce_xGoalsPercentage_calc(-0.66), reg_assists_per60(-0.65), reg_points_per60(-0.53)",Chris Bigras (COL) p=1.00 | Griffin Reinhart (EDM) p=1.00 | Nikita Zadorov (COL) p=1.00 | Andrew Campbell (TOR) p=1.00 | Adam Clendening (EDM/PIT) p=1.00 | Adam Pardy (WPG/EDM) p=1.00 | Stefan Elliott (ARI/NSH) p=1.00 | Mark Pysyk (BUF) p=1.00 | Connor Carrick (TOR/WSH) p=1.00 | Brendan Smith (DET) p=1.00 | Viktor Svedberg (CHI) p=1.00 | Nikita Nesterov (TBL) p=1.00
3,26.589070218916543,"reg_pim_per60(+2.85), mp_reg_5on5_penaltiesDrawn_per60(+2.70), reg_hits_per60(+2.27), mp_reg_5on5_OnIce_A_shotAttempts_per60(+0.64)","reg_takeaways_per60(-1.23), reg_assists_per60(-1.07), mp_reg_5on5_OnIce_xGoalsPercentage_calc(-1.02)",Andrey Pedan (VAN) p=1.00 | Mark Borowiecki (OTT) p=1.00 | Jarred Tinordi (ARI/MTL) p=1.00 | Alex Grant (ARI) p=1.00 | Dylan McIlrath (NYR) p=1.00 | Jamie Oleksiak (DAL) p=1.00 | Scott Mayfield (NYI) p=1.00 | Eric Gryba (EDM) p=1.00 | Andrew Ference (EDM) p=1.00 | Derek Forbort (LAK) p=1.00 | Dalton Prout (CBJ) p=1.00 | Brandon Manning (PHI) p=1.00
4,6.02339253879473,"mp_reg_5on4_I_F_xGoals_per60(+2.98), mp_reg_5on5_shotsBlockedByPlayer_per60(+2.18), reg_blocked_shots_per60(+2.01), reg_hits_per60(+0.88)","reg_giveaways_per60(-1.43), reg_assists_per60(-0.97), mp_reg_5on5_I_F_reboundxGoals_per60(-0.80)",Nikita Tryamkin (VAN) p=1.00 | Carl Gunnarsson (STL) p=1.00 | Robert Bortuzzo (STL) p=1.00 | Zach Redmond (COL) p=1.00 | Karl Alzner (WSH) p=1.00 | Calvin de Haan (NYI) p=1.00 | Radko Gudas (PHI) p=0.01 | Deryk Engelland (CGY) p=0.01 | Rob Scuderi (LAK/PIT/CHI) p=0.00 | Marc Staal (NYR) p=0.00 | Simon Despres (ANA) p=0.00 | Anthony Bitetto (NSH) p=0.00
5,84.86340920502609,"reg_takeaways_per60(+0.40), mp_reg_5on5_OnIce_xGoalsPercentage_calc(+0.36), reg_assists_per60(+0.34), mp_reg_4on5_OnIce_A_xGoals_per60(+0.32)","reg_hits_per60(-0.89), mp_reg_5on5_penaltiesDrawn_per60(-0.86), mp_reg_5on5_OnIce_A_xGoals_per60(-0.75)",Rasmus Ristolainen (BUF) p=1.00 | Justin Schultz (EDM/PIT) p=1.00 | David Savard (CBJ) p=1.00 | Morgan Rielly (TOR) p=1.00 | Sami Vatanen (ANA) p=1.00 | Jason Garrison (TBL) p=1.00 | Andrej Sekera (EDM) p=1.00 | Mark Streit (PHI) p=1.00 | Duncan Keith (CHI) p=1.00 | Cam Fowler (ANA) p=1.00 | Roman Josi (NSH) p=1.00 | Alexander Edler (VAN) p=1.00
6,2.0,"mp_reg_5on5_OnIce_A_xGoals_per60(+2.23), mp_reg_5on5_OnIce_F_xGoals_per60(+1.47), reg_assists_per60(+1.25), reg_giveaways_per60(+1.03)","mp_reg_5on5_shotsBlockedByPlayer_per60(-1.76), reg_blocked_shots_per60(-1.64), reg_hits_per60(-1.14)",Torey Krug (BOS) p=1.00 | Jake Gardiner (TOR) p=1.00 | Jarred Tinordi (ARI/MTL) p=0.00 | Mark Pysyk (BUF) p=0.00 | Dylan McIlrath (NYR) p=0.00 | Erik Gudbranson (FLA) p=0.00 | Petter Granberg (NSH) p=0.00 | Cam Fowler (ANA) p=0.00 | Derek Forbort (LAK) p=0.00 | Zdeno Chara (BOS) p=0.00 | Alexander Petrovic (FLA) p=0.00 | Justin Faulk (CAR) p=0.00
7,7.0,"reg_blocked_shots_per60(+0.65), mp_reg_5on5_OnIce_A_shotAttempts_per60(+0.57), reg_hits_per60(+0.56), mp_reg_5on5_penaltiesDrawn_per60(+0.50)","mp_reg_5on5_OnIce_A_xGoals_per60(-0.77), mp_reg_5on5_I_F_playContinuedInZone_per60(-0.49), mp_reg_5on5_I_F_playContinuedOutsideZone_per60(-0.47)",Roman Polak (TOR/SJS) p=1.00 | Shayne Gostisbehere (PHI) p=1.00 | Ryan McDonagh (NYR) p=1.00 | Brian Dumoulin (PIT) p=1.00 | Luke Schenn (LAK/PHI) p=1.00 | Nick Schultz (PHI) p=1.00 | Steven Kampfer (FLA) p=1.00 | Brent Burns (SJS) p=0.00 | Cam Fowler (ANA) p=0.00 | Erik Gudbranson (FLA) p=0.00 | Petter Granberg (NSH) p=0.00 | Zdeno Chara (BOS) p=0.00
8,21.04751160889793,"reg_pp_share(+0.00), reg_pk_share(+0.00), reg_fo_pct(+0.00), reg_fo_taken_per_game(+0.00)","mp_reg_4on5_OnIce_A_xGoals_per60(-2.15), mp_reg_5on5_OnIce_A_shotAttempts_per60(-1.81), mp_reg_5on5_I_F_rebounds_per60(-1.75)",Casey Nelson (BUF) p=1.00 | Brad Hunt (EDM) p=1.00 | Nikita Nikitin (EDM) p=1.00 | Vojtech Mozik (NJD) p=1.00 | Rinat Valiev (TOR) p=1.00 | Aaron Ness (WSH) p=1.00 | David Rundblad (CHI) p=1.00 | Slater Koekkoek (TBL) p=1.00 | Dylan Olsen (FLA) p=1.00 | Ryan Pulock (NYI) p=1.00 | Mirco Mueller (SJS) p=1.00 | Matt Tennyson (SJS) p=1.00
9,23.880951111716776,"mp_reg_4on5_OnIce_A_xGoals_per60(+1.87), mp_reg_5on5_I_F_xGoalsPerAttempt(+1.27), reg_assists_per60(+0.84), mp_reg_5on5_I_F_highDangerShotShare(+0.73)","mp_reg_5on5_OnIce_A_shotAttempts_per60(-1.21), reg_blocked_shots_per60(-0.99), mp_reg_5on5_shotsBlockedByPlayer_per60(-0.85)",Derrick Pouliot (PIT) p=1.00 | Colin Miller (BOS) p=1.00 | Victor Bartley (MTL/NSH) p=1.00 | Jamie McBain (LAK) p=1.00 | Brett Kulak (CGY) p=1.00 | John Klingberg (DAL) p=1.00 | Keith Yandle (NYR) p=1.00 | Ryan Murphy (CAR) p=1.00 | Nick Leddy (NYI) p=1.00 | Joel Hanley (MTL) p=1.00 | Mike Green (DET) p=1.00 | Oliver Ekman-Larsson (ARI) p=1.00
