cluster,soft_size,top_traits,low_traits,prototype_players
0,59.22826721283586,"reg_goals_per60(+1.45), reg_shots_per60(+1.42), reg_points_per60(+1.17), reg_giveaways_per60(+1.06)","reg_blocked_shots_per60(-1.10), reg_hits_per60(-0.72), reg_pim_per60(-0.62)",B. Burns (SJS) p=1.00 | 8474056 (MTL) p=1.00 | 8475222 (ANA) p=1.00 | 8468101 (NYI) p=1.00 | E. Karlsson (OTT) p=1.00 | 8475118 (NYR) p=1.00 | 8474605 (OTT) p=1.00 | 8474618 (MIN) p=1.00 | 8470834 (WPG) p=1.00 | 8471735 (PHX) p=1.00 | 8469598 (VAN) p=1.00 | K. Letang (PIT) p=1.00
1,8.11601641706848,"reg_pim_per60(+1.69), reg_hits_per60(+1.45), reg_giveaways_per60(+0.94), reg_pp_share(+0.00)","reg_assists_per60(-1.59), reg_points_per60(-1.52), reg_takeaways_per60(-1.50)",8474772 (NYR) p=1.00 | 8474697 (OTT) p=1.00 | A. Petrovic (FLA) p=1.00 | 8467910 (FLA) p=1.00 | 8469534 (BOS) p=1.00 | 8471683 (TBL) p=0.97 | 8473589 (PHX) p=0.93 | 8467580 (PIT) p=0.90 | 8475613 (MIN) p=0.17 | 8459628 (NSH) p=0.14 | C. Ruhwedel (BUF) p=0.01 | 8469992 (CHI) p=0.00
2,122.54719720369691,"reg_takeaways_per60(+0.89), reg_assists_per60(+0.63), reg_points_per60(+0.54), reg_shots_per60(+0.38)","reg_hits_per60(-1.11), reg_giveaways_per60(-0.99), reg_pim_per60(-0.85)",8473584 (NYI) p=0.99 | 8472382 (NJD) p=0.99 | 8474164 (NSH) p=0.99 | 8469665 (CHI) p=0.99 | A. Pietrangelo (STL) p=0.99 | 8470630 (NSH) p=0.99 | R. McDonagh (NYR) p=0.99 | 8465202 (TBL) p=0.99 | 8474066 (NYI) p=0.99 | 8471436 (COL) p=0.99 | 8471769 (CHI) p=0.98 | R. Josi (NSH) p=0.98
3,70.10851916639875,"reg_blocked_shots_per60(+1.59), reg_hits_per60(+0.38), reg_pp_share(+0.00), reg_pk_share(+0.00)","reg_giveaways_per60(-1.01), reg_shots_per60(-0.56), reg_goals_per60(-0.43)",8467931 (NYI) p=1.00 | 8471717 (BOS) p=1.00 | 8471748 (TOR) p=1.00 | 8475342 (PHI) p=1.00 | 8473426 (BUF) p=1.00 | 8470839 (COL) p=1.00 | 8471241 (EDM) p=1.00 | 8470614 (WPG) p=1.00 | 8474048 (TBL) p=1.00 | 8471222 (EDM) p=1.00 | 8470121 (LAK) p=1.00 | R. Bortuzzo (PIT) p=1.00
